Cidade,Estado,Longitude,Latitude 
Santa Cruz da Conceição,SP,-22.140542,-47.451196
Santa Cruz da Esperança,SP,-21.295065,-47.430381
Santa Cruz da Vitória,BA,-14.963975,-39.811503
Santa Cruz das Palmeiras,SP,-21.823475,-47.248022999999996
Santa Cruz de Goiás,GO,-17.315511899999994,-48.4809501
Santa Cruz de Minas,MG,0.0,0.0
Santa Cruz de Monte Castelo,PR,-22.954225,-53.296342
Santa Cruz de Salinas,MG,-16.0981,-41.7453
Santa Cruz do Arari,PA,-0.6610189999999999,-49.177139000000004
Santa Cruz do Capibaribe,PE,-7.948019,-36.206092
Santa Cruz do Escalvado,MG,-20.236110999999998,-42.813611
Santa Cruz do Piauí,PI,-7.178499,-41.760932000000004
Santa Cruz do Rio Pardo,SP,-22.898158,-49.62292670000001
Santa Cruz do Sul,RS,-29.7172365,-52.431776799999994
Santa Cruz do Xingu,MT,-10.150485,-52.399723
Santa Cruz dos Milagres,PI,-5.805808,-41.950644
Santa Efigênia de Minas,MG,-18.827223,-42.438889
Santa Ernestina,SP,-21.461769,-48.395317
Santa Filomena,PI,0.0,0.0
Santa Filomena,PE,0.0,0.0
Santa Filomena do Maranhão,MA,-5.496706,-44.563763
Santa Fé,PR,0.0,0.0
Santa Fé de Goiás,GO,-15.7705927,-51.101820399999994
Santa Fé de Minas,MG,-16.690277,-45.414444
Santa Fé do Araguaia,TO,-7.158034,-48.716462
Santa Fé do Sul,SP,-20.208251999999998,-50.931958
Santa Gertrudes,SP,0.0,0.0
Santa Helena,PB,0.0,0.0
Santa Helena,SC,-26.936965999999998,-53.621439
Santa Helena,PR,0.0,0.0
Santa Helena,MA,0.0,0.0
Santa Helena de Goiás,GO,-17.8115199,-50.5976641
Santa Helena de Minas,MG,0.0,0.0
Santa Inês,BA,0.0,0.0
Santa Inês,PB,0.0,0.0
Santa Inês,MA,0.0,0.0
Santa Inês,PR,0.0,0.0
Santa Isabel,GO,-15.2958489,-49.425931
Santa Isabel,SP,-15.2958489,-49.425931
Santa Isabel do Ivaí,PR,-23.002482,-53.19889000000001
Santa Isabel do Pará,PA,0.0,0.0
Santa Isabel do Rio Negro,AM,-0.41082399999999997,-65.00920500000001
Santa Izabel do Oeste,PR,-25.821652,-53.480146
Santa Juliana,MG,-19.308611,-47525.0
Santa Leopoldina,ES,-20.0986,-40.5385
Santa Luz,PI,-8.948795,-44.129567
Santa Luzia,MA,0.0,0.0
Santa Luzia,PB,0.0,0.0
Santa Luzia,MG,-19.7702,-43.8506
Santa Luzia,BA,0.0,0.0
Santa Luzia D'Oeste,RO,0.0,0.0
Santa Luzia do Itanhy,SE,-11.353596000000001,-37.458642
Santa Luzia do Norte,AL,0.0,0.0
Santa Luzia do Paruá,MA,-2.5438389999999997,-45.756688
Santa Luzia do Pará,PA,-1.5238328,-46.9018684
Santa Lúcia,PR,0.0,0.0
Santa Lúcia,SP,0.0,0.0
Santa Margarida,MG,0.0,0.0
Santa Margarida do Sul,RS,-30.347240999999997,-54.08071999999999
Santa Maria,RN,0.0,0.0
Santa Maria,RS,-29.69679905,-53.808059
Santa Maria Madalena,RJ,-21.95494,-42.00760560000001
Santa Maria da Boa Vista,PE,-8.797655,-39.824056
Santa Maria da Serra,SP,-22.566088,-48.159288000000004
Santa Maria da Vitória,BA,-13.385867000000001,-44.201057
Santa Maria das Barreiras,PA,-8.857838000000003,-49.721472
Santa Maria de Itabira,MG,-19.45,-43.112221999999996
Santa Maria de Jetibá,ES,-20.0498,-40.7422
Santa Maria do Cambucá,PE,-7.836760000000001,-35.894138
Santa Maria do Herval,RS,-29.490163,-50.991917
Santa Maria do Oeste,PR,-24.937701,-51.869564000000004
Santa Maria do Pará,PA,-1.3493019,-47.5781705
Santa Maria do Salto,MG,-16.248054999999994,-40.148610999999995
Santa Maria do Suaçuí,MG,-18.19,-42.41388900000001
Santa Maria do Tocantins,TO,-8.804598,-47.788708
Santa Mariana,PR,-23.1499367,-50.519958700000004
Santa Mercedes,SP,-21.349521,-51.756353000000004
Santa Mônica,PR,0.0,0.0
Santa Quitéria,CE,0.0,0.0
Santa Quitéria do Maranhão,MA,-3.4930849999999998,-42.56877100000001
Santa Rita,MA,0.0,0.0
Santa Rita,PB,-7.1233,-34.9807
Santa Rita d'Oeste,SP,0.0,0.0
Santa Rita de Caldas,MG,-22.028889000000003,-46.336944
Santa Rita de Cássia,BA,-11.006253,-44.525496000000004
Santa Rita de Ibitipoca,MG,0.0,0.0
Santa Rita de Jacutinga,MG,0.0,0.0
Santa Rita de Minas,MG,-19.874723,-42.132222999999996
Santa Rita do Araguaia,GO,-17.3269099,-53.2012361
Santa Rita do Itueto,MG,-19.358611,-41.378889
Santa Rita do Novo Destino,GO,-15.135071900000002,-49.120254100000004
Santa Rita do Pardo,MS,-21.301604,-52.833338
Santa Rita do Passa Quatro,SP,-21.71037380000001,-47.4777943
Santa Rita do Sapucaí,MG,-22.2493343,-45.7071422
Santa Rita do Tocantins,TO,-10.861724,-48.916113
Santa Rita do Trivelato,MT,0.0,0.0
Santa Rosa,RS,-27.88391284,-54.49586184
Santa Rosa da Serra,MG,-19.529723,-45.965833
Santa Rosa de Goiás,GO,-16.0839829,-49.495326
Santa Rosa de Lima,SC,-28.033124,-49.133043
Santa Rosa de Lima,SE,-10.6463,-37.1985
Santa Rosa de Viterbo,SP,-21.477567999999998,-47.362213
Santa Rosa do Piauí,PI,-6.79581,-42.281375
Santa Rosa do Purus,AC,-9.433894800000001,-70.49090190000003
Santa Rosa do Sul,SC,-29.131272999999997,-49.710944
Santa Rosa do Tocantins,TO,-11.447392,-48.121627000000004
Santa Salete,SP,-20.242918,-50.688717
Santa Teresa,ES,-19.9497,-40.6059
Santa Teresinha,BA,0.0,0.0
Santa Teresinha,PB,0.0,0.0
Santa Tereza,RS,-29.1698048,-51.73644470000001
Santa Tereza de Goiás,GO,-13.713811900000001,-49.01440510000001
Santa Tereza do Oeste,PR,-25.054316,-53.627417
Santa Tereza do Tocantins,TO,-10.274621,-47.803284999999995
Santa Terezinha,PE,0.0,0.0
Santa Terezinha,SC,-26.7813,-50.009017
Santa Terezinha,MT,0.0,0.0
Santa Terezinha de Goiás,GO,-14.4326489,-49.7090991
Santa Terezinha de Itaipu,PR,-25.434417,-54.400725
Santa Terezinha do Progresso,SC,-26.624029999999998,-53.199716
Santa Terezinha do Tocantins,TO,-6.4443800000000016,-47.668393
Santa Vitória,MG,-18.838611,-50.121666999999995
Santa Vitória do Palmar,RS,-33.5261159,-53.36058829999999
Santaluz,BA,-11.250826,-39.375005
Santana,BA,-0.055425999999999996,-51.1767672
Santana,AP,-0.055425999999999996,-51.1767672
Santana da Boa Vista,RS,-30.869738,-53.10998100000001
Santana da Ponte Pensa,SP,-20.252311,-50.801357
Santana da Vargem,MG,-21.25,-45.506389
Santana de Cataguases,MG,-21.287222,-42.556944
Santana de Mangueira,PB,-7.5470479999999975,-38.323633
Santana de Parnaíba,SP,-23.443889000000002,-46.91777800000001
Santana de Pirapama,MG,-19.0075,-44.040833
Santana do Acaraú,CE,-3.461435,-40.211827
Santana do Araguaia,PA,-9.328099,-50.350035999999996
Santana do Cariri,CE,-7.176125,-39.730160999999995
Santana do Deserto,MG,-21.95,-43.166667
Santana do Garambéu,MG,-21.601389,-44.104167
Santana do Ipanema,AL,-9.369989,-37.248018
Santana do Itararé,PR,-23.758692,-49.629314
Santana do Jacaré,MG,-20.904545000000002,-45.12069
Santana do Manhuaçu,MG,-20.1075,-41.925556
Santana do Maranhão,MA,-3.1090020000000003,-42.406388
Santana do Matos,RN,-5.946055,-36.657763
Santana do Mundaú,AL,-9.171413000000001,-36.217608
Santana do Paraíso,MG,-19.364167000000002,-42.549721999999996
Santana do Piauí,PI,-6.946961,-41.517767
Santana do Riacho,MG,-19.168611,-43.714444
Santana do Seridó,RN,-6.7664300000000015,-36.731201
Santana do São Francisco,SE,-10.292233,-36.610539
Santana dos Garrotes,PB,-7.381614999999999,-37.981885
Santana dos Montes,MG,-20.788055,-43.691389
Santanópolis,BA,-12.031108999999999,-38.869372
Santarém,PB,0.0,0.0
Santarém,PA,0.0,0.0
Santarém Novo,PA,0.0,0.0
Santiago,RS,-29.189675,-54.866624
Santiago do Sul,SC,-26.638784,-52.679852000000004
Santo Afonso,MT,-14.494698499999998,-57.0005399
Santo Amaro,BA,-12.547206,-38.713679
Santo Amaro da Imperatriz,SC,-27.685182,-48.781304999999996
Santo Amaro das Brotas,SE,-10.789761,-37.05770379999999
Santo Amaro do Maranhão,MA,-2.500681,-43.238033
Santo Anastácio,SP,-21.974662,-51.652662
Santo André,PB,0.0,0.0
Santo André,SP,0.0,0.0
Santo Antônio,RN,0.0,0.0
Santo Antônio da Alegria,SP,-21.086448999999998,-47.146372
Santo Antônio da Barra,GO,-17.558498899999996,-50.6345431
Santo Antônio da Patrulha,RS,-29.826767999999998,-50.51748900000001
Santo Antônio da Platina,PR,-23.29588900000001,-50.081478000000004
Santo Antônio das Missões,RS,-28.513977,-55.225077
Santo Antônio de Goiás,GO,-16.4861723,-49.309388500000004
Santo Antônio de Jesus,BA,-12.961387,-39.258403
Santo Antônio de Lisboa,PI,0.0,0.0
Santo Antônio de Posse,SP,-22.602873000000002,-46.91919
Santo Antônio de Pádua,RJ,-21.5389992,-42.179997799999995
Santo Antônio do Amparo,MG,-20.946389,-44.918611
Santo Antônio do Aracanguá,SP,-20.933114,-50.497979
Santo Antônio do Aventureiro,MG,0.0,0.0
Santo Antônio do Caiuá,PR,-22.735084,-52.344021999999995
Santo Antônio do Descoberto,GO,-15.941246900000001,-48.2577611
Santo Antônio do Grama,MG,-20.314444,-42.608610999999996
Santo Antônio do Itambé,MG,-18.465556,-43.307221999999996
Santo Antônio do Içá,AM,0.0,0.0
Santo Antônio do Jacinto,MG,-16.533610999999997,-40.176111
Santo Antônio do Jardim,SP,-22.112076000000002,-46.684487
Santo Antônio do Leste,MT,0.0,0.0
Santo Antônio do Leverger,MT,-15.8631827,-56.0788132
Santo Antônio do Monte,MG,-20.086944,-45.290555
Santo Antônio do Palma,RS,-28.495554,-52.026701
Santo Antônio do Paraíso,PR,-23.496903,-50.645540999999994
Santo Antônio do Pinhal,SP,-22.827182999999998,-45.618922
Santo Antônio do Planalto,RS,-28.403046000000003,-52.69923299999999
Santo Antônio do Retiro,MG,-15.34,-42.6244
Santo Antônio do Rio Abaixo,MG,-19.228056,-43.253611
Santo Antônio do Sudoeste,PR,0.0,0.0
Santo Antônio do Tauá,PA,-1.1522,-48.131446000000004
Santo Antônio dos Lopes,MA,-4.866134,-44.365278
Santo Antônio dos Milagres,PI,-6.0464730000000015,-42.712322
Santo Augusto,RS,-27.852577,-53.777605
Santo Cristo,RS,-27.826259000000004,-54.661963
Santo Estêvão,BA,-12.4390283,-39.2503653
Santo Expedito,SP,-21.846657,-51.392894
Santo Expedito do Sul,RS,-27.907439,-51.643352
Santo Hipólito,MG,-18.306110999999998,-44.218889000000004
Santo Inácio,PR,0.0,0.0
Santo Inácio do Piauí,PI,-7.4207199999999975,-41.906252
Santo Ângelo,RS,-28.3000481,-54.26699710000001
Santos,SP,-23961.0,-46334.0
Santos Dumont,MG,0.0,0.0
Santópolis do Aguapeí,SP,-21.637574,-50.504372
Sapeaçu,BA,-12.720763999999999,-39.182426
Sapezal,MT,0.0,0.0
Sapiranga,RS,-29.634884999999997,-51.006446000000004
Sapopema,PR,-23.907832,-50.580062
Sapucaia,RJ,-21.9946569,-42.9137975
Sapucaia,PA,0.0,0.0
Sapucaia do Sul,RS,-29.8202055,-51.17069816
Sapucaí-Mirim,MG,0.0,0.0
Sapé,PB,0.0,0.0
Saquarema,RJ,-22.9272292,-42.5091608
Sarandi,PR,0.0,0.0
Sarandi,RS,-27.941999999999997,-52.923085
Sarapuí,SP,-23.63974,-47.824863
Sardoá,MG,-18.783333,-42.365278
Sarutaiá,SP,-23.272103,-49.47625900000001
Sarzedo,MG,-20.0353,-44.1453
Satuba,AL,-9.569113,-35.822697
Satubinha,MA,-3.845304,-45.265518
Saubara,BA,-12.738664,-38.762473
Saudade do Iguaçu,PR,-25.691685999999997,-52.618391
Saudades,SC,-26.931677,-53.00213000000001
Saúde,BA,0.0,0.0
Schroeder,SC,-26.411571000000002,-49.074040999999994
Seabra,BA,-12.416905,-41.772159
Seara,SC,-27.158448100000005,-52.3147499
Sebastianópolis do Sul,SP,-20.652323000000006,-49.924997
Sebastião Barros,PI,-10.816978,-44.833718
Sebastião Laranjeiras,BA,-14.571001999999998,-42.943438
Sebastião Leal,PI,-7.57027,-44.034302000000004
Seberi,RS,-27.482861,-53.402634
Sede Nova,RS,-27.636739000000002,-53.94929000000001
Segredo,RS,-29.352337,-52.976673
Selbach,RS,-28.6289048,-52.95251460000001
Selvíria,MS,-20.363733,-51.419246
Sem-Peixe,MG,0.0,0.0
Sena Madureira,AC,-9.0659556,-68.6571058
Senador Alexandre Costa,MA,-5.2509559999999995,-44.053346999999995
Senador Amaral,MG,-22.5875,-46.176667
Senador Canedo,GO,-16.700885999999993,-49.0920898
Senador Cortes,MG,-21.800556,-42.945555
Senador Elói de Souza,RN,-6.033343,-35.69781300000001
Senador Firmino,MG,-20.916110999999997,-43.100556
Senador Georgino Avelino,RN,-6.1445541,-35.1441901
Senador Guiomard,AC,-10.1509675,-67.7360856
Senador José Bento,MG,-22.164444,-46.178889
Senador José Porfírio,PA,-2.5859810000000003,-51.948701
Senador La Rocque,MA,-5.446098,-47.295941
Senador Modestino Gonçalves,MG,-17.946944000000006,-43225.0
Senador Pompeu,CE,-5.5824440000000015,-39.370369000000004
Senador Rui Palmeira,AL,-9.469864999999999,-37.457606
Senador Salgado Filho,RS,-28.025007000000002,-54.55071700000001
Senador Sá,CE,-3.35305,-40.4662
Sengés,PR,0.0,0.0
Senhor do Bonfim,BA,-10.459354,-40.186532
Senhora de Oliveira,MG,-20.793889,-43.344165999999994
Senhora do Porto,MG,-18.891944,-43.083611
Senhora dos Remédios,MG,-21.028056,-43.58277800000001
Sentinela do Sul,RS,-30.610707,-51.586154
Sento Sé,BA,-9.741378,-41.878563
Serafina Corrêa,RS,-28.712619399999998,-51.93524960000001
Sericita,MG,-20.473611,-42.481945
Seridó,PB,0.0,0.0
Seringueiras,RO,-11.805454,-63.018234
Seritinga,MG,-21.916176,-44.520432
Seropédica,RJ,-22.743958,-43.69900670000001
Serra,ES,-20.1291,-40.3026
Serra Alta,SC,-26.722897999999997,-53.04087
Serra Azul,SP,0.0,0.0
Serra Azul de Minas,MG,-18.362222,-43.17
Serra Branca,PB,0.0,0.0
Serra Dourada,BA,0.0,0.0
Serra Grande,PB,0.0,0.0
Serra Negra,SP,0.0,0.0
Serra Negra do Norte,RN,-6.669029400000001,-37.401841499999996
Serra Nova Dourada,MT,0.0,0.0
Serra Preta,BA,-12.156039,-39.33049000000001
Serra Redonda,PB,-7.186216,-35.684195
Serra Talhada,PE,-7.981778,-38.289034
Serra da Raiz,PB,-6.6852740000000015,-35.437868
Serra da Saudade,MG,-19.438333,-45.795277
Serra de São Bento,RN,-6.4176160000000015,-35.703258
Serra do Mel,RN,-5.177245,-37.024219
Serra do Navio,AP,896.0,-52.0020003
Serra do Ramalho,BA,-13.565889000000002,-43.592907000000004
Serra do Salitre,MG,-19.111389000000006,-46.689721999999996
Serra dos Aimorés,MG,-17.7825,-40.247777
Serrana,SP,-21.204335999999998,-47.595239
Serrania,MG,-21.548333,-46.039722
Serrano do Maranhão,MA,-1.852285,-45.120734999999996
Serranos,MG,-21.890276999999998,-44.509444
Serranópolis,GO,-18.3067219,-51.958637100000004
Serranópolis de Minas,MG,0.0,0.0
Serranópolis do Iguaçu,PR,-25.379915,-54.051821999999994
Serraria,PB,-6.815693,-35.628233
Serrinha,RN,0.0,0.0
Serrinha,BA,0.0,0.0
Serrinha dos Pintos,RN,-6.1108730000000016,-37.954799
Serrita,PE,-7.9404059999999985,-39.295062
Serro,MG,-18.604444,-43.379445000000004
Serrolândia,BA,0.0,0.0
Sertaneja,PR,-23.036095,-50.831656
Sertanópolis,PR,-23.057057,-51.039947999999995
Sertânia,PE,-8.068467,-37.268392999999996
Sertão,RS,-27.9853815,-52.257587
Sertão Santana,RS,-30.45618300000001,-51.601694
Sertãozinho,SP,0.0,0.0
Sertãozinho,PB,0.0,0.0
Sete Barras,SP,-24.382048,-47.927943
Sete Lagoas,MG,-19.4661,-44247.0
Sete Quedas,MS,-23.970508,-55.03984000000001
Sete de Setembro,RS,-28.136169,-54.46368199999999
Setubinha,MG,-17.6006,-42.1622
Severiano Melo,RN,-5.7766589999999995,-37.95698
Severiano de Almeida,RS,-27.436202,-52.121704
Severínia,SP,-20.810753,-48.80538
Siderópolis,SC,-28.595501000000002,-49.431422999999995
Sidrolândia,MS,-20.930212,-54.969218999999995
Sigefredo Pacheco,PI,-4.916647,-41.731123
Silva Jardim,RJ,-22.650567300000002,-42.3918717
Silvanópolis,TO,-11.147099,-48.16937
Silveira Martins,RS,-29.646741,-53.59101800000001
Silveiras,SP,-22.66384,-44.852157
Silveirânia,MG,-21.158610999999997,-43.215556
Silves,AM,-2.8174799999999998,-58.24803100000001
Silvianópolis,MG,-22.029723,-45.83527700000001
Silvânia,GO,-16.6599718,-48.608326
Simolândia,GO,0.0,0.0
Simonésia,MG,0.0,0.0
Simplício Mendes,PI,0.0,0.0
Simão Dias,SE,-10.7407,-37.8086
Simão Pereira,MG,0.0,0.0
Simões,PI,0.0,0.0
Simões Filho,BA,0.0,0.0
Sinimbu,RS,-29.53565900000001,-52.530449
Sinop,MT,-11.8604,-55.5092
Siqueira Campos,PR,0.0,0.0
Sirinhaém,PE,-8.587782,-35.112590000000004
Siriri,SE,-10.596488,-37.113068
Sobradinho,RS,-29.419439,-53.032625
Sobradinho,BA,0.0,0.0
Sobrado,PB,0.0,0.0
Sobral,CE,-3.6892,-40.3483
Sobrália,MG,-19235.0,-42.096666
Socorro,SP,0.0,0.0
Socorro do Piauí,PI,-7.86773,-42.492179
Soledade,RS,-28.8272467,-52.5109157
Soledade,PB,0.0,0.0
Soledade de Minas,MG,-22.060278,-45045.0
Solidão,PE,-7.594717,-37.644494
Solonópole,CE,-5.718936,-39.01072
Solânea,PB,-6.754035099999999,-35.662194299999996
Sombrio,SC,-29.107985,-49.632776
Sonora,MS,-17.569775,-54.755112
Sooretama,ES,-19.1901,-40.1006
Sorocaba,SP,-23.5017,-47.4581
Sorriso,MT,-12.546610300000001,-55.7265243
Sossêgo,PB,-6.7705839999999995,-36.258163
Soure,PA,-0.7275759,-48.518978499999996
Sousa,PB,-6.751484,-38.231059
Souto Soares,BA,-12.088046,-41.642717
Sucupira,TO,-11.993034,-48.968509999999995
Sucupira do Norte,MA,-6.4783919999999995,-44.191889
Sucupira do Riachão,MA,-6.408583999999999,-43.545472
Sud Mennucci,SP,-20.687225,-50.923783
Sul Brasil,SC,-26.735148,-52.963965
Sulina,PR,-25.706553,-52.729868999999994
Sumaré,SP,0.0,0.0
Sumidouro,RJ,-22.049561899999997,-42.6746519
Sumé,PB,-7.66206,-36.883972
Surubim,PE,-7.847456,-35.748102
Sussuapara,PI,-7.036867999999999,-41.376699
Suzano,SP,-23.5428,-46.3108
Suzanápolis,SP,-20.498089999999998,-51.026761
Sátiro Dias,BA,-11.592928,-38.593821999999996
São Benedito,CE,0.0,0.0
São Benedito do Rio Preto,MA,-3.335147,-43.52872
São Benedito do Sul,PE,-8.816603,-35.945346
São Bentinho,PB,-6.885961,-37.724345
São Bento,PB,0.0,0.0
São Bento,MA,0.0,0.0
São Bento Abade,MG,-21.581667000000003,-45.075834
São Bento do Norte,RN,0.0,0.0
São Bento do Sapucaí,SP,-22.6884605,-45.7329767
São Bento do Sul,SC,-26.249541999999998,-49.383077
São Bento do Tocantins,TO,-5.93633,-48.011939
São Bento do Trairí,RN,-6.337979,-36.086332
São Bento do Una,PE,-8.52637,-36.446469
São Bernardino,SC,-26.473926000000002,-52.96866899999999
São Bernardo,MA,0.0,0.0
São Bernardo do Campo,SP,-23.6958726,-46.5517914
São Bonifácio,SC,-27.900907,-48.932608
São Borja,RS,-28.657557300000004,-56.000191599999994
São Braz do Piauí,PI,-9.057967,-43.007646
São Brás,AL,-10.120733999999999,-36.896529
São Brás do Suaçuí,MG,-20625.0,-43.948889
São Caetano de Odivelas,PA,-0.747293,-48.024621999999994
São Caetano do Sul,SP,-23.6227711,-46.5508411
São Caitano,PE,0.0,0.0
São Carlos,SC,-27.079757,-53.003704000000006
São Carlos,SP,-22.0175669,-47.89117
São Carlos do Ivaí,PR,-23.315828,-52.47614300000001
São Cristovão do Sul,SC,-27.266627000000003,-50.438807000000004
São Cristóvão,SE,-11.013119999999999,-37.20565
São Desidério,BA,-12.357196,-44.976881
São Domingos,BA,0.0,0.0
São Domingos,SE,-10.79187,-37.56606
São Domingos,PB,-13.3998769,-46.3217961
São Domingos,GO,-13.3998769,-46.3217961
São Domingos,SC,-13.3998769,-46.3217961
São Domingos das Dores,MG,-19.5269,-42.0114
São Domingos do Araguaia,PA,-5.537324,-48.736649
São Domingos do Azeitão,MA,-6.814706,-44.650882
São Domingos do Capim,PA,-1.687684,-47.766459999999995
São Domingos do Cariri,PB,-7.620894,-36.429849
São Domingos do Maranhão,MA,-5.580953,-44.382195
São Domingos do Norte,ES,-19.1368,-40.6227
São Domingos do Prata,MG,-19865.0,-42.968610999999996
São Domingos do Sul,RS,-28.531151,-51.885979999999996
São Felipe,BA,0.0,0.0
São Felipe D'Oeste,RO,0.0,0.0
São Fernando,RN,-6.379745,-37.186362
São Fidélis,RJ,-21.645979699999998,-41.7469617
São Francisco,SE,-10.344,-36.8859
São Francisco,MG,0.0,0.0
São Francisco,PB,0.0,0.0
São Francisco,SP,0.0,0.0
São Francisco de Assis,RS,-29.55777530000001,-55.1413971
São Francisco de Assis do Piauí,PI,-8.239207,-41.68102800000001
São Francisco de Goiás,GO,-15.925645900000001,-49.260519
São Francisco de Itabapoana,RJ,-21.4703014,-41.118739700000006
São Francisco de Paula,MG,0.0,0.0
São Francisco de Paula,RS,-29.440365999999997,-50.582796
São Francisco de Sales,MG,0.0,0.0
São Francisco do Brejão,MA,-5.125844,-47.389018
São Francisco do Conde,BA,-12.618345,-38.678601
São Francisco do Glória,MG,-20.789166,-42.267778
São Francisco do Guaporé,RO,-12.051977,-63.56796800000001
São Francisco do Maranhão,MA,-6.25159,-42.866766999999996
São Francisco do Oeste,RN,-5.9611790000000004,-38.130376
São Francisco do Pará,PA,-1.169632,-47.791676
São Francisco do Piauí,PI,-7.2462990000000005,-42.54101
São Francisco do Sul,SC,-26.2495087,-48.6308087
São Félix,BA,-12.6073747,-38.9698684
São Félix de Balsas,MA,-7.0753449999999996,-44.809249
São Félix de Minas,MG,-18.5906,-41.4861
São Félix do Araguaia,MT,-11.614968,-50.670624
São Félix do Coribe,BA,-13.401882999999998,-44.183708
São Félix do Piauí,PI,-5.9348529999999995,-42.117179
São Félix do Tocantins,TO,-10.161465,-46.661786
São Félix do Xingu,PA,-6.6425350000000005,-51.990382000000004
São Gabriel,BA,0.0,0.0
São Gabriel,RS,-30.333688000000002,-54.321656999999995
São Gabriel da Cachoeira,AM,-0.11909000000000006,-67.08404200000001
São Gabriel da Palha,ES,-19.0117,-40.5354
São Gabriel do Oeste,MS,-19.388858,-54.550668
São Geraldo,MG,0.0,0.0
São Geraldo da Piedade,MG,-18.844444,-42.287777
São Geraldo do Araguaia,PA,-6.394715,-48.559169
São Geraldo do Baixio,MG,-18.9169,-41.3597
São Gonçalo,RJ,-22.821901399999998,-43.03092520000001
São Gonçalo do Abaeté,MG,-18.338333,-45.833333
São Gonçalo do Amarante,CE,0.0,0.0
São Gonçalo do Amarante,RN,0.0,0.0
São Gonçalo do Gurguéia,PI,-10.03195,-45.309219
São Gonçalo do Pará,MG,-19.982778,-44.859167
São Gonçalo do Piauí,PI,-5.993933999999999,-42.709537
São Gonçalo do Rio Abaixo,MG,-19.825278,-43.361944
São Gonçalo do Rio Preto,MG,-18.004444,-43.380834
São Gonçalo do Sapucaí,MG,-21.892222,-45595.0
São Gonçalo dos Campos,BA,-12.433096,-38.966294
São Gotardo,MG,-19.311111,-46.049166
São Jerônimo,RS,-29.97158,-51.72507
São Jerônimo da Serra,PR,-23.721764999999998,-50.747536
São Joaquim,SC,-28.2925446,-49.9354368
São Joaquim da Barra,SP,-20.580833,-47855.0
São Joaquim de Bicas,MG,-20.0492,-44.2739
São Joaquim do Monte,PE,-8.431962,-35.803498
São Jorge,RS,-28.498445,-51.706421999999996
São Jorge d'Oeste,PR,0.0,0.0
São Jorge do Ivaí,PR,-23.433592,-52.292907
São Jorge do Patrocínio,PR,-23.764744,-53.882275
São José,SC,-27.613576899999998,-48.6366069
São José da Barra,MG,-20.7183,-46.3111
São José da Bela Vista,SP,0.0,0.0
São José da Boa Vista,PR,-23.912195,-49.657667
São José da Coroa Grande,PE,-8.889375,-35.151461
São José da Lagoa Tapada,PB,-6.9364589999999975,-38.162174
São José da Laje,AL,-9.0128881,-36.051511299999994
São José da Lapa,MG,-19.700278,-43.954722
São José da Safira,MG,0.0,0.0
São José da Tapera,AL,-9.557684,-37.383125
São José da Varginha,MG,-19.709167,-44.556944
São José da Vitória,BA,-15.078666,-39.343685
São José das Missões,RS,-27.778908,-53.122595
São José das Palmeiras,PR,-24.836883,-54.057225
São José de Caiana,PB,-7.246359,-38.298928000000004
São José de Espinharas,PB,-6.839736,-37.321433
São José de Mipibu,RN,-6.077303,-35.241692
São José de Piranhas,PB,-7.1187039999999975,-38.501979999999996
São José de Princesa,PB,-7.736329,-38.089432
São José de Ribamar,MA,-2.5609115,-44.0559509
São José de Ubá,RJ,-21.3578264,-41.9431972
São José do Alegre,MG,-14.210745000000001,-49.768033
São José do Barreiro,SP,0.0,0.0
São José do Belmonte,PE,-7.857235,-38.757689
São José do Bonfim,PB,-7.160695,-37.303625
São José do Brejo do Cruz,PB,-6.210543,-37.360063000000004
São José do Calçado,ES,-21.0346,-41.6586
São José do Campestre,RN,-6.310871,-35.706681
São José do Cedro,SC,-26.456134999999996,-53.495456000000004
São José do Cerrito,SC,-27.66018900000001,-50.573305
São José do Divino,PI,0.0,0.0
São José do Divino,MG,0.0,0.0
São José do Egito,PE,-7.469447,-37.273974
São José do Goiabal,MG,-19.924723,-42.708889
São José do Herval,RS,-29.052034999999997,-52.294990999999996
São José do Hortêncio,RS,-29.527962,-51.245048
São José do Inhacorá,RS,-27.725054999999998,-54.127462
São José do Jacuri,MG,-18275.0,-42.670278
São José do Jacuípe,BA,-11.413680000000001,-39.866934
São José do Mantimento,MG,-20.004722,-41.744721999999996
São José do Norte,RS,-32.0145182,-52.04060820000001
São José do Ouro,RS,-27.770678999999998,-51.59662
São José do Peixe,PI,-7.4855350000000005,-42.567161999999996
São José do Piauí,PI,-6.8719399999999995,-41.47311
São José do Povo,MT,-16.454946,-54.248716
São José do Rio Claro,MT,-13.4467103,-56.721436499999996
São José do Rio Pardo,SP,-21.595288,-46.887303
São José do Rio Preto,SP,-20.811289000000002,-49.375766999999996
São José do Sabugi,PB,-6.7629449999999975,-36.797204
São José do Seridó,RN,-6.44002,-36.874644
São José do Sul,RS,-29.538195899999998,-51.48086729999999
São José do Vale do Rio Preto,RJ,-22.150999399999996,-42.923998600000004
São José do Xingu,MT,-10.798193,-52.748589
São José dos Ausentes,RS,-28.747589,-50.06772
São José dos Basílios,MA,-5.054931,-44.580937
São José dos Campos,SP,-23.180772,-45.8853145
São José dos Cordeiros,PB,-7.387749,-36.808494
São José dos Pinhais,PR,-25.53376,-49.2073
São José dos Quatro Marcos,MT,-15.627583999999999,-58.17721700000001
São José dos Ramos,PB,-7.2523839999999975,-35.372536
São João,PR,0.0,0.0
